Transcript	dNdS	pNpS	Mk_10pct
Manes.03G029600.1.v7.1	0.09316	0.4	-3.293688278231
Manes.03G029700.4.v7.1	0.19628	0.5	-1.54738129203179
Manes.03G029850.1.v7.1	1e-04	0.5	-4999
Manes.03G030000.1.v7.1	0.16095	0.5	-2.10655483069276
Manes.03G030100.1.v7.1	1e-04	0	1
Manes.03G030200.1.v7.1	0.02801	1.14285714285714	-39.8017544754423
Manes.03G030300.1.v7.1	0.02484	0	1
Manes.03G030400.1.v7.1	0.32564	0.857142857142857	-1.63217926895608
Manes.03G030500.1.v7.1	0.09895	0.333333333333333	-2.36870473303015
Manes.03G030600.1.v7.1	0.22641	0	1
Manes.03G030700.1.v7.1	0.13025	1	-6.67754318618042
Manes.03G030800.1.v7.1	0.10521	2.33333333333333	-21.1778664892437
Manes.03G030833.3.v7.1	2	NA	NA
Manes.03G030965.1.v7.1	2	NA	NA
Manes.03G030998.1.v7.1	2	7	-2.5
Manes.03G031031.1.v7.1	2	0	1
Manes.03G031064.1.v7.1	0.53631	4.5	-7.39066957543212
Manes.03G031163.1.v7.1	1.09816	3	-1.73184235448386
Manes.03G031262.2.v7.1	0.92516	NA	NA
Manes.03G031300.2.v7.1	2	Inf	-Inf
Manes.03G031500.1.v7.1	0.86349	3	-2.474273008373
Manes.03G031601.1.v7.1	0.39729	3.5	-7.80968562007602
Manes.03G031700.2.v7.1	0.167	2	-10.9760479041916
Manes.03G031750.1.v7.1	0.25304	NA	NA
Manes.03G032000.1.v7.1	0.44927	1	-1.22583301800699
Manes.03G032100.2.v7.1	0.22123	1.2	-4.42421913845319
Manes.03G032201.1.v7.1	0.33229	1.25	-2.76177435372717
Manes.03G032300.1.v7.1	0.24167	4	-15.5514958414367
Manes.03G032400.4.v7.1	0.13257	0.2	-0.50863694651882
Manes.03G032500.1.v7.1	0.3027	0.714285714285714	-1.35971494643447
Manes.03G032900.1.v7.1	0.0842	1.75	-19.7838479809976
Manes.03G033100.2.v7.1	0.62404	2.6	-3.16639958976989
Manes.03G033200.1.v7.1	0.45014	1.6	-2.55444972675168
Manes.03G033400.1.v7.1	0.1922	0.5625	-1.92663891779396
Manes.03G033600.6.v7.1	0.48146	7	-13.5391102064554
Manes.03G033700.3.v7.1	0.14775	1	-5.76818950930626
Manes.03G033900.1.v7.1	0.15053	0.2	-0.328638809539627
Manes.03G034000.1.v7.1	0.30064	1	-2.32623736029803
Manes.03G034200.1.v7.1	0.32095	1.22222222222222	-2.8081390316941
Manes.03G034400.1.v7.1	0.05405	0.2	-2.70027752081406
Manes.03G034500.1.v7.1	0.10991	0.714285714285714	-5.49882371290796
Manes.03G034700.1.v7.1	0.48372	1	-1.06731166790705
Manes.03G034800.2.v7.1	2	2	0
Manes.03G035050.2.v7.1	0.66786	Inf	-Inf
Manes.03G035200.4.v7.1	0.17453	0	1
Manes.03G035300.1.v7.1	0.18498	Inf	-Inf
Manes.03G035500.1.v7.1	0.30742	5	-15.26439398868
Manes.03G035601.1.v7.1	0.24665	2	-7.10865599026961
Manes.03G035700.1.v7.1	0.16533	0.666666666666667	-3.03233936168068
Manes.03G035854.1.v7.1	0.18812	NA	NA
Manes.03G035875.1.v7.1	0.0698	NA	NA
Manes.03G035889.1.v7.1	0.18256	Inf	-Inf
Manes.03G036000.1.v7.1	0.27892	1.75	-5.27420048759501
Manes.03G036100.1.v7.1	0.06869	0.166666666666667	-1.42635997476586
Manes.03G036200.1.v7.1	0.20335	1	-3.9176297024834
Manes.03G036300.2.v7.1	0.36576	2.15384615384615	-4.88868699104919
Manes.03G036500.1.v7.1	0.42172	0.857142857142857	-1.03249278465061
Manes.03G036600.3.v7.1	0.45093	0.8	-0.774111281130109
Manes.03G036800.12.v7.1	0.19453	0.428571428571429	-1.20311226325723
Manes.03G036900.1.v7.1	0.30043	4	-12.3142495756083
Manes.03G036925.1.v7.1	0.14184	1.33333333333333	-8.40026320736978
Manes.03G036950.2.v7.1	0.88176	1	-0.134095445472691
Manes.03G037000.3.v7.1	0.20141	NA	NA
Manes.03G037100.4.v7.1	0.76973	0.666666666666667	0.133895435195891
Manes.03G037300.2.v7.1	0.18239	1	-4.48275673008389
Manes.03G037400.1.v7.1	0.63752	2.25	-2.52930104153595
Manes.03G037500.2.v7.1	0.07878	0.967741935483871	-11.2841068225929
Manes.03G037600.1.v7.1	0.28336	1.73333333333333	-5.11707133446263
Manes.03G037700.1.v7.1	0.13286	0.333333333333333	-1.50890661849566
Manes.03G037800.2.v7.1	0.12795	1.2	-8.37866354044549
Manes.03G037900.2.v7.1	0.07896	0.25	-2.1661600810537
Manes.03G038000.1.v7.1	0.21538	1.625	-6.54480453152568
Manes.03G038100.1.v7.1	0.05702	0	1
Manes.03G038200.1.v7.1	0.54531	3	-4.50145788633988
Manes.03G038300.8.v7.1	0.28402	1.22222222222222	-3.30329632498493
Manes.03G038500.1.v7.1	0.2273	1.5	-5.5992080950286
Manes.03G038600.1.v7.1	0.21579	0.25	-0.158533759673757
Manes.03G038800.3.v7.1	0.01466	0	1
Manes.03G038900.2.v7.1	1e-04	NA	NA
Manes.03G039000.1.v7.1	0.23148	1.66666666666667	-6.20004608029493
Manes.03G039100.1.v7.1	0.17901	1.25	-5.98285012010502
Manes.03G039301.1.v7.1	0.30664	0.833333333333333	-1.71762761979302
Manes.03G039500.1.v7.1	0.13467	1.16666666666667	-7.66315190218066
Manes.03G039600.3.v7.1	0.20087	1.875	-8.33439538009658
Manes.03G039700.4.v7.1	0.11043	1.33333333333333	-11.0740137040055
Manes.03G039800.2.v7.1	0.21164	0.5	-1.36250236250236
Manes.03G039900.1.v7.1	0.04215	2	-46.4495848161329
Manes.03G040000.1.v7.1	0.07917	0	1
Manes.03G040100.1.v7.1	0.31503	0.142857142857143	0.546528448537781
Manes.03G040200.2.v7.1	0.164	3	-17.2926829268293
Manes.03G040300.1.v7.1	0.18178	0	1
Manes.03G040400.1.v7.1	0.21793	1.5	-5.8829440646079
Manes.03G040500.1.v7.1	0.8097	0.333333333333333	0.588324893993661
Manes.03G040700.2.v7.1	0.714	2.8	-2.92156862745098
Manes.03G040800.1.v7.1	0.16287	0.384615384615385	-1.36148698112228
Manes.03G041000.3.v7.1	0.20118	2.16666666666667	-9.769791563111
Manes.03G041100.2.v7.1	0.07176	0	1
Manes.03G041300.4.v7.1	0.07113	Inf	-Inf
Manes.03G041400.2.v7.1	0.27838	0.714285714285714	-1.56586577442961
Manes.03G041500.1.v7.1	0.11615	0.5	-3.30477830391735
Manes.03G041600.2.v7.1	0.21656	0.875	-3.04045068341337
Manes.03G041700.2.v7.1	0.47975	1.11111111111111	-1.31602107579179
Manes.03G041800.1.v7.1	0.20438	0.666666666666667	-2.26189777212382
Manes.03G041900.1.v7.1	0.16527	0.428571428571429	-1.59315924590929
Manes.03G042100.1.v7.1	0.43788	0.6	-0.370238421485338
Manes.03G042300.1.v7.1	0.0881	1.125	-11.7695800227015
Manes.03G042400.1.v7.1	0.08951	0.375	-3.18947603619707
Manes.03G042500.1.v7.1	0.2158	Inf	-Inf
Manes.03G042600.1.v7.1	0.11741	0	1
Manes.03G043100.1.v7.1	0.3553	0.5	-0.407261469180974
Manes.03G043300.6.v7.1	0.44964	0	1
Manes.03G043400.2.v7.1	0.22889	2	-7.7378216610599
Manes.03G043500.1.v7.1	0.82183	2	-1.43359332221992
Manes.03G043600.1.v7.1	0.23026	1	-3.34291670285764
Manes.03G043700.2.v7.1	0.19165	1	-4.21784503000261
Manes.03G043800.11.v7.1	0.38601	Inf	-Inf
Manes.03G043900.1.v7.1	0.24731	0.333333333333333	-0.347836049222971
Manes.03G044000.1.v7.1	0.13607	0.75	-4.51186889101198
Manes.03G044100.1.v7.1	0.35213	0.25	0.29003493028143
Manes.03G044200.4.v7.1	0.22771	1.54545454545455	-5.78694192373875
Manes.03G044400.2.v7.1	0.03276	0.294117647058824	-7.97795015442076
Manes.03G044500.1.v7.1	0.1577	0.545454545454545	-2.45881132184239
Manes.03G044600.2.v7.1	0.13898	0	1
Manes.03G044800.1.v7.1	0.19167	2	-9.43460113737152
Manes.03G045000.1.v7.1	0.16172	0.625	-2.86470442740539
Manes.03G045100.2.v7.1	0.25934	1.33333333333333	-4.14125600884295
Manes.03G045200.2.v7.1	0.37949	0.875	-1.30572610608975
Manes.03G045300.1.v7.1	0.23556	0.642857142857143	-1.72905902044975
Manes.03G045400.1.v7.1	0.20581	0.166666666666667	0.19019160066728
Manes.03G045500.1.v7.1	0.01101	0	1
Manes.03G045600.1.v7.1	0.26899	0.923076923076923	-2.43164029546423
Manes.03G045700.1.v7.1	2	1.6	0.2
Manes.03G045800.1.v7.1	0.16802	0.444444444444444	-1.6451877422
Manes.03G045900.1.v7.1	0.24922	0.111111111111111	0.554164548948275
Manes.03G046000.1.v7.1	0.27759	2	-6.2048704924529
Manes.03G046100.1.v7.1	0.09469	2	-20.1215545464146
Manes.03G046200.1.v7.1	0.26163	3	-10.4665749340672
Manes.03G046400.1.v7.1	0.24564	1	-3.07099820876079
Manes.03G046500.24.v7.1	0.3998	0.428571428571429	-0.0719645537054252
Manes.03G046600.1.v7.1	0.27419	2	-6.29421204274408
Manes.03G046800.1.v7.1	0.18766	0.533333333333333	-1.84201925468045
Manes.03G046900.1.v7.1	0.17105	0	1
Manes.03G047000.3.v7.1	0.4837	7	-13.4717800289436
Manes.03G047100.4.v7.1	0.06803	0.428571428571429	-5.29974171058987
Manes.03G047200.1.v7.1	0.37333	0.333333333333333	0.107134885132904
Manes.03G047300.1.v7.1	0.36555	0.823529411764706	-1.2528502578709
Manes.03G047400.1.v7.1	0.82314	1.33333333333333	-0.619813559459302
Manes.03G047500.1.v7.1	0.0923	0.2	-1.16684723726977
Manes.03G047600.4.v7.1	0.1726	1.5	-7.69061413673233
Manes.03G047700.1.v7.1	0.25445	0.75	-1.94753389663981
Manes.03G047800.1.v7.1	0.33782	4	-10.8406251850098
Manes.03G048000.1.v7.1	0.26236	0	1
Manes.03G048200.1.v7.1	0.20899	0.75	-2.58868845399301
Manes.03G048300.1.v7.1	0.24167	1.5	-5.20681094053875
Manes.03G048400.2.v7.1	0.37612	0.25	0.335318515367436
Manes.03G048500.1.v7.1	0.25132	0.5	-0.989495463950342
Manes.03G048600.1.v7.1	0.20131	3.33333333333333	-15.5582103886212
Manes.03G048700.13.v7.1	0.28839	0.727272727272727	-1.52183753692128
Manes.03G048900.1.v7.1	0.32649	2	-5.12576189163527
Manes.03G049000.1.v7.1	0.10196	0.4	-2.92310710082385
Manes.03G049100.2.v7.1	0.2283	1	-3.38020148926851
Manes.03G049200.1.v7.1	0.42181	1.14285714285714	-1.70941215916441
Manes.03G049300.4.v7.1	0.03735	0.2	-4.35475234270415
Manes.03G049400.1.v7.1	1e-04	0.333333333333333	-3332.33333333333
Manes.03G049500.2.v7.1	0.27608	0.5	-0.811069255288322
Manes.03G049700.1.v7.1	0.21551	1.8	-7.35228063662939
Manes.03G049800.1.v7.1	0.2776	0.75	-1.70172910662824
Manes.03G049900.1.v7.1	0.4258	0	1
Manes.03G049950.1.v7.1	0.60018	2.5	-3.1654170415542
Manes.03G050000.1.v7.1	0.20575	0.333333333333333	-0.620089104900768
Manes.03G050400.2.v7.1	0.2889	6	-19.7684319833853
Manes.03G050500.1.v7.1	0.15851	0.2	-0.261750047315627
Manes.03G050600.2.v7.1	0.15936	3	-17.8253012048193
Manes.03G050700.1.v7.1	0.12604	0.25	-0.983497302443668
Manes.03G050800.1.v7.1	0.20806	0.25	-0.201576468326444
Manes.03G050900.2.v7.1	0.35492	1.125	-2.16972838949622
Manes.03G051100.1.v7.1	0.1717	0.777777777777778	-3.529864751181
Manes.03G051200.1.v7.1	0.35287	2.6	-6.36815257743645
Manes.03G051300.2.v7.1	0.45601	2	-3.38586873094888
Manes.03G051600.1.v7.1	2	0.428571428571429	0.785714285714285
Manes.03G051800.1.v7.1	0.14607	1	-5.84603272403642
Manes.03G052000.1.v7.1	0.0425	NA	NA
Manes.03G052100.2.v7.1	0.43783	0.857142857142857	-0.957707003044234
Manes.03G052300.2.v7.1	0.33381	0	1
Manes.03G052400.1.v7.1	0.37052	2.66666666666667	-6.19709237468064
Manes.03G052401.1.v7.1	0.35983	3	-7.33727037767835
Manes.03G052500.1.v7.1	0.14356	5	-33.8286430760658
Manes.03G052533.1.v7.1	0.04148	NA	NA
Manes.03G052600.2.v7.1	0.06607	NA	NA
Manes.03G052700.1.v7.1	0.23512	0.272727272727273	-0.159949271551859
Manes.03G052800.1.v7.1	0.81374	0	1
Manes.03G052900.1.v7.1	0.2362	0.5	-1.11685012701101
Manes.03G053000.1.v7.1	0.20361	NA	NA
Manes.03G053100.1.v7.1	0.12783	0	1
Manes.03G053200.7.v7.1	0.25979	1.5	-4.77389429924169
Manes.03G053300.1.v7.1	0.37998	Inf	-Inf
Manes.03G053400.1.v7.1	0.17084	NA	NA
Manes.03G053433.1.v7.1	0.18333	0.2	-0.0909289259804724
Manes.03G053466.1.v7.1	0.16425	0	1
Manes.03G053499.5.v7.1	0.26521	1	-2.77059688548697
Manes.03G053532.1.v7.1	0.65946	NA	NA
Manes.03G053565.1.v7.1	0.14431	Inf	-Inf
Manes.03G053600.2.v7.1	0.23804	0.375	-0.575365484792472
Manes.03G053700.1.v7.1	0.26217	1	-2.81431895335088
Manes.03G054000.4.v7.1	0.2937	1.5	-4.10725229826353
Manes.03G054100.7.v7.1	0.11547	2	-16.3205161513813
Manes.03G054200.1.v7.1	0.41773	0.2	0.521221841859574
Manes.03G054300.1.v7.1	0.23755	0.916666666666667	-2.85883673612573
Manes.03G054400.1.v7.1	0.01828	0.166666666666667	-8.11743253099929
Manes.03G054500.1.v7.1	0.10405	2.25	-20.6242191254205
Manes.03G054600.3.v7.1	0.2131	0.5	-1.34631628343501
Manes.03G054700.5.v7.1	0.3123	1	-2.2020493115594
Manes.03G054900.2.v7.1	0.25949	1.33333333333333	-4.1382840700348
Manes.03G055000.1.v7.1	0.18146	1.5	-7.26628458062383
Manes.03G055100.1.v7.1	0.27312	1.2	-3.39367311072056
Manes.03G055200.1.v7.1	0.45361	1	-1.20453693701638
Manes.03G055300.1.v7.1	0.3033	0.5	-0.648532805802835
Manes.03G055400.6.v7.1	0.09119	0.5	-4.48305735277991
Manes.03G055433.1.v7.1	0.46324	0	1
Manes.03G055500.2.v7.1	0.37811	1	-1.64473301420222
Manes.03G055600.1.v7.1	0.43556	0	1
Manes.03G055700.1.v7.1	0.2372	Inf	-Inf
Manes.03G055800.1.v7.1	0.23016	3	-12.0344108446298
Manes.03G056000.1.v7.1	0.17328	1.5	-7.65650969529086
Manes.03G056100.1.v7.1	0.16578	1	-5.03209072264447
Manes.03G056300.1.v7.1	0.30188	1.66666666666667	-4.52095755487833
Manes.03G056310.1.v7.1	0.34038	NA	NA
Manes.03G056330.2.v7.1	0.27332	0.25	0.085321235182204
Manes.03G056340.1.v7.1	0.27862	Inf	-Inf
Manes.03G056350.1.v7.1	0.22057	NA	NA
Manes.03G056370.1.v7.1	0.27054	NA	NA
Manes.03G056400.2.v7.1	0.26718	1.4	-4.23991316715323
Manes.03G056500.3.v7.1	0.26789	1.5	-4.59931315092015
Manes.03G056600.1.v7.1	0.22584	1.5	-5.64187035069075
Manes.03G056801.1.v7.1	0.42475	3.66666666666667	-7.63252893859134
Manes.03G057100.1.v7.1	0.05431	2	-35.8256306389247
Manes.03G057200.2.v7.1	0.38647	0.5	-0.293761482133154
Manes.03G057400.1.v7.1	0.15603	0.571428571428571	-2.66229937466238
Manes.03G057500.6.v7.1	0.27392	1.5	-4.47605140186916
Manes.03G057600.3.v7.1	0.25565	0.583333333333333	-1.28176543451333
Manes.03G057900.2.v7.1	0.29525	0.884615384615385	-1.99615710284635
Manes.03G058400.3.v7.1	0.25867	1.33333333333333	-4.15457275035114
Manes.03G058500.1.v7.1	0.32398	0.5	-0.543305142292734
Manes.03G058600.1.v7.1	0.17982	1.89473684210526	-9.53685264211578
Manes.03G058700.1.v7.1	0.03987	2.5	-61.7037873087534
Manes.03G058900.1.v7.1	0.26163	0.75	-1.8666437335168
Manes.03G059000.5.v7.1	0.30377	1	-2.29196431510682
Manes.03G059100.1.v7.1	0.29449	0.714285714285714	-1.42550074462873
Manes.03G059200.2.v7.1	0.11944	1.25	-9.4655056932351
Manes.03G059300.2.v7.1	0.38787	1.55	-2.99618428855029
Manes.03G059400.1.v7.1	0.18674	0.75	-3.01627931883903
Manes.03G059750.1.v7.1	0.53873	0.777777777777778	-0.44372464458593
Manes.03G059800.1.v7.1	2	1.33333333333333	0.333333333333335
Manes.03G060000.4.v7.1	0.09746	0.25	-1.5651549353581
Manes.03G060100.3.v7.1	0.08173	1.66666666666667	-19.3923487907338
Manes.03G060266.1.v7.1	0.11605	0.333333333333333	-1.87232514720666
Manes.03G060432.1.v7.1	0.37959	1.2	-2.16130561922074
Manes.03G060600.1.v7.1	0.27106	1.375	-4.07267763594776
Manes.03G060700.1.v7.1	0.45136	5	-10.077632045374
Manes.03G061000.1.v7.1	0.08188	0.454545454545455	-4.55136119376472
Manes.03G061100.1.v7.1	0.33228	0.909090909090909	-1.73591822887597
Manes.03G061200.1.v7.1	0.43822	0.428571428571429	0.0220176428017229
Manes.03G061300.1.v7.1	0.19584	1.66666666666667	-7.51034858387801
Manes.03G061400.3.v7.1	0.34384	4	-10.6333178222429
Manes.03G061500.1.v7.1	0.59384	2.5	-3.2098881853698
Manes.03G061600.1.v7.1	0.35354	0.8	-1.26282740283985
Manes.03G061700.4.v7.1	0.28581	1.75	-5.12294881214793
Manes.03G061800.1.v7.1	0.2122	0.666666666666667	-2.14169022934339
Manes.03G061900.1.v7.1	0.17996	0.5	-1.7783951989331
Manes.03G062000.4.v7.1	0.52382	1.57142857142857	-1.99994000119997
Manes.03G062100.1.v7.1	0.38744	2.75	-6.09787321907908
Manes.03G062200.2.v7.1	0.18877	0.166666666666667	0.117091345729369
Manes.03G062300.1.v7.1	0.02392	0.75	-30.3545150501672
Manes.03G062400.1.v7.1	0.27651	2	-6.23301146432317
Manes.03G062500.1.v7.1	0.44195	0.777777777777778	-0.759877311410291
Manes.03G062600.3.v7.1	0.39743	0.769230769230769	-0.935512591477163
Manes.03G062700.2.v7.1	0.3796	0.166666666666667	0.560941341763259
Manes.03G062800.1.v7.1	0.24781	1.75	-6.06186191033453
Manes.03G062900.1.v7.1	0.23633	1	-3.23137138746668
Manes.03G063100.1.v7.1	0.12197	1	-7.19873739444126
Manes.03G063200.1.v7.1	0.21098	1.25	-4.92473220210447
Manes.03G063275.1.v7.1	0.1272	1.5	-10.7924528301887
Manes.03G063300.1.v7.1	0.11784	0.5	-3.24304141208418
Manes.03G063500.1.v7.1	0.09788	3	-29.6497752349816
Manes.03G063600.1.v7.1	0.26779	0	1
Manes.03G063700.1.v7.1	0.09937	1.6	-15.1014390661165
Manes.03G063900.2.v7.1	0.87293	0.666666666666667	0.236288514924831
Manes.03G064000.5.v7.1	0.31758	5	-14.7440644876881
Manes.03G064200.3.v7.1	0.19609	1.15	-4.86465398541486
Manes.03G064300.1.v7.1	0.15071	0.5	-2.31762988521001
Manes.03G064400.1.v7.1	0.17469	0.5	-1.86221306314042
Manes.03G064500.1.v7.1	0.28728	Inf	-Inf
Manes.03G064600.12.v7.1	0.08417	0	1
Manes.03G064620.1.v7.1	0.15036	0	1
Manes.03G064650.4.v7.1	0.08538	2	-22.4246896228625
Manes.03G064701.1.v7.1	0.52492	6	-10.4303131905814
Manes.03G064751.1.v7.1	0.86883	Inf	-Inf
Manes.03G064800.3.v7.1	0.5855	0.333333333333333	0.430686023341874
Manes.03G065000.3.v7.1	0.33495	0.818181818181818	-1.44269836746326
Manes.03G065100.1.v7.1	0.34096	0.666666666666667	-0.955263569529174
Manes.03G065300.2.v7.1	0.24019	1	-3.1633706648903
Manes.03G065400.2.v7.1	0.18696	1.66666666666667	-7.91456282983884
Manes.03G065500.2.v7.1	0.21702	0.833333333333333	-2.83989186864498
Manes.03G065550.2.v7.1	0.41529	1.5	-2.61193382937225
Manes.03G065580.1.v7.1	0.18231	0.555555555555556	-2.04731257504007
Manes.03G065870.1.v7.1	2	NA	NA
Manes.03G065900.2.v7.1	0.35316	1.5	-3.24736663268773
Manes.03G065924.1.v7.1	2	NA	NA
Manes.03G066032.1.v7.1	0.13456	NA	NA
Manes.03G066086.1.v7.1	0.11322	NA	NA
Manes.03G066200.2.v7.1	0.24351	0.818181818181818	-2.35995161669672
Manes.03G066300.1.v7.1	0.38558	5	-11.9674775662638
Manes.03G066340.2.v7.1	0.22947	1.4	-5.1010153832745
Manes.03G066380.3.v7.1	0.41	Inf	-Inf
Manes.03G066500.2.v7.1	0.59671	1.16666666666667	-0.95516526732696
Manes.03G066501.1.v7.1	1e-04	0	1
Manes.03G066661.1.v7.1	0.16422	0	1
Manes.03G066700.1.v7.1	0.24289	5	-19.585450203796
Manes.03G066733.1.v7.1	0.23434	2.66666666666667	-10.3794771130267
Manes.03G066800.3.v7.1	0.46186	2.16666666666667	-3.69117625831782
Manes.03G067000.1.v7.1	0.3901	1.57142857142857	-3.02827113926832
Manes.03G067133.1.v7.1	2	1	0.5
Manes.03G067266.8.v7.1	0.31513	2	-5.34658712277473
Manes.03G067400.2.v7.1	0.15866	0	1
Manes.03G067600.3.v7.1	0.64886	2	-2.08232900779829
Manes.03G067700.8.v7.1	0.35617	1.6	-3.49223685318808
Manes.03G068000.1.v7.1	0.13741	0.2	-0.455498144239866
Manes.03G068100.1.v7.1	0.14923	6	-39.2063928164578
Manes.03G068200.1.v7.1	0.11275	0.517241379310345	-3.58750669011392
Manes.03G068300.1.v7.1	0.24329	0.333333333333333	-0.370107005357117
Manes.03G068350.1.v7.1	0.13687	0.5	-2.6531014831592
Manes.03G068632.1.v7.1	0.21414	0.5	-1.33492107966751
Manes.03G068700.2.v7.1	0.31246	0.2	0.359918069512898
Manes.03G068833.7.v7.1	0.17331	2.5	-13.4250187525244
Manes.03G068900.2.v7.1	0.18529	0.25	-0.349236332235954
Manes.03G069001.1.v7.1	0.14655	1.6	-9.91777550324121
Manes.03G069100.1.v7.1	0.20501	0.75	-2.65835812887176
Manes.03G069225.1.v7.1	0.33453	0	1
Manes.03G069300.2.v7.1	0.16674	0.333333333333333	-0.999120387029705
Manes.03G069350.1.v7.1	0.36313	NA	NA
Manes.03G069500.2.v7.1	0.22143	0	1
Manes.03G069600.1.v7.1	0.33453	NA	NA
Manes.03G069700.3.v7.1	0.3441	0	1
Manes.03G069733.1.v7.1	0.21377	1	-3.67792487252655
Manes.03G069800.1.v7.1	0.20528	0.166666666666667	0.188100805403999
Manes.03G069966.1.v7.1	0.14396	0	1
Manes.03G070200.3.v7.1	0.18084	0.5	-1.76487502764875
Manes.03G070300.3.v7.1	0.1502	5	-32.288948069241
Manes.03G070500.1.v7.1	0.21909	0	1
Manes.03G070700.4.v7.1	0.13358	2	-13.972301242701
Manes.03G070720.1.v7.1	0.1089	0	1
Manes.03G070740.1.v7.1	0.50133	0.166666666666667	0.667550981057054
Manes.03G070780.1.v7.1	0.1445	2	-12.840830449827
Manes.03G070850.1.v7.1	0.45767	0.333333333333333	0.27167318519166
Manes.03G070940.1.v7.1	0.1522	1	-5.57030223390276
Manes.03G070980.2.v7.1	0.04322	2.23529411764706	-50.7189754198765
Manes.03G071060.6.v7.1	0.12983	0.2	-0.54047600708619
Manes.03G071100.2.v7.1	0.21455	2	-8.32183640177115
Manes.03G071200.3.v7.1	0.29763	3.5	-10.7595672479253
Manes.03G071500.1.v7.1	0.25887	1.5	-4.79441418472592
Manes.03G071700.1.v7.1	0.29078	2.5	-7.59756516954399
Manes.03G071800.1.v7.1	0.61977	3	-3.84050534875841
Manes.03G071900.2.v7.1	0.28903	1.33333333333333	-3.61313127818334
Manes.03G072000.1.v7.1	0.79308	Inf	-Inf
Manes.03G072100.1.v7.1	0.48827	0	1
Manes.03G072200.1.v7.1	0.22596	0.818181818181818	-2.62091440158355
Manes.03G072300.1.v7.1	0.45968	2	-3.35085276714236
Manes.03G072400.2.v7.1	0.4116	1.66666666666667	-3.0492387431163
Manes.03G072500.1.v7.1	0.04406	2	-44.3926463912846
Manes.03G072600.3.v7.1	0.40279	4	-8.93073313637379
Manes.03G072700.3.v7.1	0.1094	0.6	-4.48446069469835
Manes.03G072850.1.v7.1	0.1853	1	-4.39665407447383
Manes.03G073000.1.v7.1	0.37716	1	-1.65139463357726
Manes.03G073200.1.v7.1	0.27577	0.75	-1.71965768575262
Manes.03G073300.1.v7.1	0.18514	0.25	-0.350329480393216
Manes.03G073400.1.v7.1	1e-04	0.75	-7499
Manes.03G073800.1.v7.1	0.08167	0.75	-8.1832986408718
Manes.03G074000.3.v7.1	0.10112	0.166666666666667	-0.648206751054855
Manes.03G074100.1.v7.1	0.26704	3	-10.2342720191732
Manes.03G074200.1.v7.1	0.19199	2	-9.41720922964738
Manes.03G074300.1.v7.1	0.06169	0	1
Manes.03G074400.12.v7.1	0.43791	0.7	-0.598501975291726
Manes.03G074500.1.v7.1	0.44457	2.5	-4.62341138628338
Manes.03G074800.1.v7.1	0.13113	0.916666666666667	-5.99051831515799
Manes.03G074900.4.v7.1	0.44266	3	-5.77721050015813
Manes.03G075000.1.v7.1	0.34779	0.8	-1.30023864975991
Manes.03G075166.1.v7.1	0.5837	2	-2.42641768031523
Manes.03G075200.2.v7.1	0.18475	1	-4.4127198917456
Manes.03G075400.1.v7.1	0.08544	0	1
Manes.03G075500.3.v7.1	0.32825	0.9	-1.74181264280274
Manes.03G075532.1.v7.1	0.28691	0.833333333333333	-1.90451128693086
Manes.03G075600.1.v7.1	0.26361	0.571428571428571	-1.16770445517458
Manes.03G075800.3.v7.1	0.1218	1.2	-8.85221674876847
Manes.03G075900.2.v7.1	0.2445	0.416666666666667	-0.704158145875939
Manes.03G076000.1.v7.1	0.43939	0.285714285714286	0.34974786473455
Manes.03G076300.3.v7.1	0.20969	0	1
Manes.03G076400.4.v7.1	0.11091	0.666666666666667	-5.01087969224296
Manes.03G076500.5.v7.1	0.22099	3	-12.5752748993167
Manes.03G076600.3.v7.1	0.14017	0.375	-1.67532282228722
Manes.03G076700.1.v7.1	2	0	1
Manes.03G076840.1.v7.1	0.52523	Inf	-Inf
Manes.03G076880.1.v7.1	0.07939	NA	NA
Manes.03G076920.1.v7.1	0.13248	NA	NA
Manes.03G076960.1.v7.1	0.24131	Inf	-Inf
Manes.03G077000.1.v7.1	0.49963	0.636363636363636	-0.273669788370666
Manes.03G077100.1.v7.1	0.02609	0.666666666666667	-24.552574421873
Manes.03G077300.1.v7.1	0.04926	1.33333333333333	-26.0672621464338
Manes.03G077400.3.v7.1	0.39869	1.5	-2.76232160325065
Manes.03G077450.1.v7.1	0.39784	0	1
Manes.03G077500.1.v7.1	0.55683	0.8	-0.436704200563906
Manes.03G077600.1.v7.1	0.23834	0	1
Manes.03G077700.3.v7.1	0.27987	0.25	0.106728123771751
Manes.03G077800.1.v7.1	0.21416	0.4	-0.867762420620097
Manes.03G077900.1.v7.1	0.17816	2.33333333333333	-12.0968417901512
Manes.03G078000.1.v7.1	0.30306	Inf	-Inf
Manes.03G078100.1.v7.1	0.34076	4	-10.7384669562155
Manes.03G078300.1.v7.1	0.22427	0.9375	-3.18022918803228
Manes.03G078500.2.v7.1	0.15211	1	-5.57418973111564
Manes.03G078600.1.v7.1	0.07433	0	1
Manes.03G078800.1.v7.1	0.18501	1.33333333333333	-6.20681764949641
Manes.03G078900.2.v7.1	0.07406	0.3	-3.05076964623278
Manes.03G079000.9.v7.1	0.09873	0.5	-4.06431682366049
Manes.03G079200.3.v7.1	0.12283	0.285714285714286	-1.32609530012445
Manes.03G079300.6.v7.1	0.29106	0.4	-0.374287088572803
