Transcript	Total_SNPs	NonSyn_MAF0.01	NonSyn_MAF0.05	Del_MAF0.01	Del_MAF0.05	Nonsyn_Maf1_resid	Nonsyn_Maf5_resid	Del_Maf1_resid	Del_Maf5_resid
Manes.04G067200.2.v7.1	29	16	11	1	0	0.083212546059592	0.790226306312732	-0.0153237668161319	-0.396505686594944
Manes.04G067300.1.v7.1	28	17	5	0	0	0.394184514790902	-0.299786125789632	-0.513568435323265	-0.386681844373305
Manes.04G067400.1.v7.1	61	26	22	2	1	-1.97548052230291	1.00070284869265	0.10687164287732	0.179961459999831
Manes.04G067600.1.v7.1	5	2	2	0	0	0.405629995858693	0.488729509541803	-0.234564592629364	-0.160736018834529
Manes.04G067900.1.v7.1	96	61	33	7	2	0.295018994207079	1.03341735419296	2.23456194682514	0.727016307863689
Manes.04G067950.1.v7.1	21	10	7	0	0	-0.0598742929451775	0.498176607874801	-0.428653576570107	-0.317915383354204
Manes.04G068000.1.v7.1	5	0	0	0	0	0.0297887137407444	0.10563355864904	-0.234564592629364	-0.160736018834529
Manes.04G068100.1.v7.1	17	6	3	0	0	-0.31933710636968	-0.0309377330737419	-0.380131188406164	-0.278620500306156
Manes.04G068200.1.v7.1	16	5	4	0	0	-0.384203270733154	0.219875162085987	-0.368000620193668	-0.268796794731781
Manes.04G068300.4.v7.1	45	19	18	1	1	-1.32192783857499	1.18279575800727	-0.209414590665967	0.337140427244211
Manes.04G068400.1.v7.1	26	13	12	0	0	-0.111383598213178	1.15959325019714	-0.48930693592644	-0.367034212389618
Manes.04G068600.1.v7.1	39	8	6	1	1	-2.65102589678023	-0.760188432638102	-0.136630101880698	0.396082571333466
Manes.04G068700.1.v7.1	18	7	7	0	0	-0.254471165265553	0.675982276635909	-0.392261766620797	-0.2884442107751
Manes.04G068800.1.v7.1	41	11	10	1	1	-2.33326333741052	-0.112533319141425	-0.160891516361235	0.376435156589264
Manes.04G068900.1.v7.1	22	4	4	0	0	-1.31048014863013	-0.135728253498415	-0.440784210085892	-0.327739125206285
Manes.04G069000.1.v7.1	18	7	5	1	1	-0.254471165265553	0.292886172444492	0.11811313655118	0.602385007358724
Manes.04G069300.1.v7.1	36	16	14	0	0	-0.778166346241263	0.949999510161112	-0.610615628229865	-0.4652731819528
Manes.04G069600.4.v7.1	24	10	6	1	0	-0.429034065528166	0.128827662165105	0.0453292648511116	-0.347386642481957
Manes.04G069800.3.v7.1	30	17	15	1	1	0.148077966011739	1.4971944464333	-0.027454370255394	0.484496642944297
Manes.04G069900.1.v7.1	113	52	44	5	5	-3.48943906419846	2.13322829156709	1.00734596596048	3.23348627972317
Manes.04G070000.2.v7.1	37	23	19	2	2	0.414219265696274	1.84856430027775	0.39800577197565	1.30659570293051
Manes.04G070066.1.v7.1	3	0	0	0	0	0.275897551438545	0.224169501442542	-0.210303447812329	-0.141088530545913
Manes.04G070132.1.v7.1	13	7	6	0	0	0.360795772069255	0.780778049342139	-0.331608960276454	-0.23932569557121
Manes.04G070200.3.v7.1	41	17	12	1	1	-1.20553924794541	0.270557941178359	-0.160891516361235	0.376435156589264
Manes.04G070300.6.v7.1	49	19	15	3	3	-1.81421694228057	0.371058736569574	0.76282377861509	2.07967847117545
Manes.04G070500.1.v7.1	14	11	8	1	1	0.989435524738721	1.10461854518849	0.16663601224939	0.641682189204407
Manes.04G070600.1.v7.1	68	40	28	1	1	-0.205815349658948	1.73521441898748	-0.488433206869471	0.111194781446669
Manes.04G070800.1.v7.1	20	6	6	1	1	-0.688501098750637	0.365897293623196	0.0938517993059603	0.582736638869163
Manes.04G070900.1.v7.1	11	8	8	1	1	0.79483101663978	1.28243748892537	0.203028393254027	0.671155502040118
Manes.04G071000.1.v7.1	19	16	15	0	0	1.31378592117812	2.14926338370748	-0.404392356366825	-0.298267927319099
Manes.04G071100.1.v7.1	24	9	9	1	1	-0.616955242497686	0.703469306753966	0.0453292648511116	0.543440299529457
Manes.04G071200.1.v7.1	12	1	1	1	1	-0.643670937940668	-0.117692744086024	0.190897575171753	0.661331021452239
Manes.04G071300.1.v7.1	25	7	7	2	2	-1.11586654906376	0.261105810984306	0.543574532887555	1.42449232814063
Manes.04G071400.1.v7.1	67	29	22	2	1	-2.15010569120935	0.645084430066427	0.0340868905003202	0.121018651450996
Manes.04G071500.1.v7.1	33	12	6	1	0	-1.16070135807799	-0.404577459271856	-0.0638462023115192	-0.43580125789253
Manes.04G071600.4.v7.1	14	4	3	0	0	-0.326015648306584	0.146864185403773	-0.343739507658068	-0.249149393544796
Manes.04G071700.1.v7.1	19	4	3	0	0	-0.941295055679909	-0.149472111127017	-0.404392356366825	-0.298267927319099
Manes.04G071800.1.v7.1	5	2	2	1	1	0.405629995858693	0.488729509541803	0.275813910796176	0.730103362456212
Manes.04G071900.3.v7.1	49	21	18	0	0	-1.43831983367793	0.945713155536066	-0.768322996292209	-0.592988103923973
Manes.04G072000.1.v7.1	21	7	6	0	0	-0.62363383239499	0.306629661804621	-0.428653576570107	-0.317915383354204
Manes.04G072100.5.v7.1	30	17	13	2	2	0.148077966011739	1.11406633125155	0.482920468526254	1.37536761961204
Manes.04G072200.2.v7.1	33	19	5	2	0	0.154756037851787	-0.596125249004956	0.446528338251304	-0.43580125789253
Manes.04G072205.1.v7.1	23	15	8	0	0	0.633616043355452	0.571188389743397	-0.452914861250135	-0.337562877855372
Manes.04G072210.1.v7.1	14	7	4	0	0	0.237741726688426	0.338410527609408	-0.343739507658068	-0.249149393544796
Manes.04G072215.1.v7.1	7	4	2	0	0	0.535362847627506	0.370192272966469	-0.25882570404997	-0.180383470037152
Manes.04G072300.1.v7.1	43	29	4	5	2	0.803422597485507	-1.38039268749231	1.85646942632999	1.24765055363867
Manes.04G072700.6.v7.1	10	2	1	0	0	-0.209640509966535	0.000842024492021253	-0.295217335325258	-0.209854597964164
Manes.04G073000.1.v7.1	28	10	9	0	0	-0.92125839376466	0.466395969213969	-0.513568435323265	-0.386681844373305
Manes.04G073300.1.v7.1	43	35	31	6	3	1.9310649402384	3.79244825945786	2.36697715456519	2.1386286717726
Manes.04G073400.1.v7.1	7	2	1	0	0	0.159520580517784	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.04G073700.1.v7.1	23	11	9	2	1	-0.118061674060663	0.762738398478796	0.5678363741829	0.553264337611062
Manes.04G073800.2.v7.1	17	9	8	0	0	0.244419439512032	0.926804600267574	-0.380131188406164	-0.278620500306156
Manes.04G073900.3.v7.1	37	26	18	7	2	0.977990974771521	1.65698485558374	2.950369352351	1.30659570293051
Manes.04G073905.5.v7.1	11	7	6	1	1	0.606906462797191	0.899318686408327	0.203028393254027	0.671155502040118
Manes.04G074000.1.v7.1	30	11	11	1	1	-0.979448824595377	0.730957261905568	-0.027454370255394	0.484496642944297
Manes.04G074100.5.v7.1	26	16	8	0	0	0.452372527677497	0.393384465796944	-0.48930693592644	-0.367034212389618
Manes.04G074120.1.v7.1	9	5	5	0	0	0.4771734144709	0.826305462146911	-0.283086794308534	-0.200030893598056
Manes.04G074125.1.v7.1	6	4	1	0	0	0.658419705720285	0.237912778120342	-0.246695151749568	-0.17055974848132
Manes.04G074130.3.v7.1	12	8	4	0	0	0.671773321613417	0.456946749369856	-0.319478416779954	-0.22950199777024
Manes.04G074135.1.v7.1	20	13	12	2	1	0.62693836160585	1.51523484967998	0.604229405308089	0.582736638869163
Manes.04G074400.1.v7.1	87	28	24	2	1	-4.80127106054112	-0.157199275065549	-0.208539103377496	-0.0754644158539006
Manes.04G074500.1.v7.1	26	7	6	0	0	-1.23892909100755	0.0102934352042793	-0.48930693592644	-0.367034212389618
Manes.04G074700.1.v7.1	41	14	13	0	0	-1.76936853407149	0.462104896414037	-0.671271343521447	-0.514393617618674
Manes.04G074800.1.v7.1	9	1	1	0	0	-0.274506700142833	0.0601095147822157	-0.283086794308534	-0.200030893598056
Manes.04G074900.1.v7.1	5	3	2	0	0	0.593552753165496	0.488729509541803	-0.234564592629364	-0.160736018834529
Manes.04G075000.2.v7.1	11	5	5	0	0	0.231064071390199	0.707765459859491	-0.307347875639309	-0.219678298961391
Manes.04G075100.3.v7.1	12	4	4	1	1	-0.0799086862253908	0.456946749369856	0.190897575171753	0.661331021452239
Manes.04G075300.2.v7.1	67	49	47	3	2	1.60862959678742	5.43694648352969	0.544476244601357	1.01188509494227
Manes.04G075400.1.v7.1	113	65	47	6	5	-1.04538657499264	2.70813417893533	1.51783248006859	3.23348627972317
Manes.04G075500.1.v7.1	102	49	44	1	1	-2.69898369257303	2.78539347457593	-0.900959791235786	-0.222838059568679
Manes.04G075600.3.v7.1	22	11	10	0	0	0.00499114368324582	1.01356234067716	-0.440784210085892	-0.327739125206285
Manes.04G075700.2.v7.1	6	2	2	0	0	0.282574932391049	0.429460746726116	-0.246695151749568	-0.17055974848132
Manes.04G075800.3.v7.1	13	6	5	0	0	0.172876043019246	0.589227023645234	-0.331608960276454	-0.23932569557121
Manes.04G075900.1.v7.1	17	7	6	1	0	-0.131417974840507	0.54370151477484	0.130243828030779	-0.278620500306156
Manes.04G075980.2.v7.1	42	26	22	1	0	0.36271012619442	2.12693232017612	-0.17302225197544	-0.524217799712354
Manes.04G076000.1.v7.1	11	0	0	0	0	-0.708538801479249	-0.249971673815513	-0.307347875639309	-0.219678298961391
Manes.04G076100.1.v7.1	35	15	7	0	0	-0.843034048298692	-0.331566220390684	-0.598484608467638	-0.455449181515655
Manes.04G076160.1.v7.1	9	0	0	0	0	-0.462427619189503	-0.131436783337462	-0.283086794308534	-0.200030893598056
Manes.04G076200.1.v7.1	39	20	15	1	1	-0.395644243950308	0.963744875495883	-0.136630101880698	0.396082571333466
Manes.04G076300.1.v7.1	20	6	2	0	0	-0.688501098750637	-0.400285553200105	-0.416522959173507	-0.308091651118638
Manes.04G076400.4.v7.1	48	34	26	1	1	1.12777183321689	2.53765024653388	-0.245807159245305	0.307669430675706
Manes.04G076500.1.v7.1	10	2	0	0	0	-0.209640509966535	-0.190704226365324	-0.295217335325258	-0.209854597964164
Manes.04G076700.1.v7.1	26	5	5	0	0	-1.61481011437624	-0.181251604821924	-0.48930693592644	-0.367034212389618
Manes.04G076800.1.v7.1	6	2	1	1	0	0.282574932391049	0.237912778120342	0.26368291105278	-0.17055974848132
Manes.04G077000.2.v7.1	6	4	4	0	0	0.658419705720285	0.812563008693534	-0.246695151749568	-0.17055974848132
Manes.04G077300.3.v7.1	33	3	1	0	0	-2.85238466313162	-1.36235007135902	-0.574222680003551	-0.43580125789253
Manes.04G077500.5.v7.1	23	1	1	0	0	-1.99739819072518	-0.769639163726429	-0.452914861250135	-0.337562877855372
Manes.04G077700.1.v7.1	25	9	6	1	0	-0.740011198820469	0.0695605252077806	0.0331986514906645	-0.357210420266539
Manes.04G077800.3.v7.1	13	1	1	1	1	-0.766727395270067	-0.176960083783471	0.178766782013335	0.651506584233936
Manes.04G077900.3.v7.1	62	33	29	2	1	-0.782944739528671	2.28248840373317	0.0947409165683456	0.170137701657145
Manes.04G078001.1.v7.1	17	15	5	0	0	1.37198054813911	0.352153866733913	-0.380131188406164	-0.278620500306156
Manes.04G078100.1.v7.1	15	6	6	1	1	-0.0732305130684231	0.662239074025691	0.154505264350549	0.631857835182872
Manes.04G078200.1.v7.1	17	6	6	2	2	-0.31933710636968	0.54370151477484	0.640622796158732	1.50309558341109
Manes.04G078300.1.v7.1	20	8	8	1	1	-0.312658687483665	0.748994824855937	0.0938517993059603	0.582736638869163
Manes.04G078400.1.v7.1	17	15	13	0	0	1.37198054813911	1.8846459626728	-0.380131188406164	-0.278620500306156
Manes.04G078500.1.v7.1	14	8	7	1	1	0.425661776860437	0.913061506123983	0.16663601224939	0.641682189204407
Manes.04G078600.1.v7.1	13	4	2	1	0	-0.202962054789848	0.0145857809856196	0.178766782013335	-0.23932569557121
Manes.04G078700.1.v7.1	20	4	4	0	0	-1.06435483831756	-0.0171939828299233	-0.416522959173507	-0.308091651118638
Manes.04G078800.3.v7.1	24	14	13	5	5	0.322640724663322	1.46970407736655	2.08699707389066	4.10807445370134
Manes.04G078866.4.v7.1	48	28	17	0	0	0.00022791861664169	0.813427779767924	-0.756191349452766	-0.583163656176075
Manes.04G078900.2.v7.1	22	13	12	0	0	0.380828674289897	1.39668512724964	-0.440784210085892	-0.327739125206285
Manes.04G079000.1.v7.1	33	14	11	1	0	-0.784844110931875	0.553151926237466	-0.0638462023115192	-0.43580125789253
Manes.04G079300.1.v7.1	28	21	18	5	5	1.14588484274707	2.19050212025239	2.03846181782194	4.06873954668243
Manes.04G079800.1.v7.1	18	10	4	1	0	0.309285129740891	0.101340407152894	0.11811313655118	-0.2884442107751
Manes.04G080200.1.v7.1	15	10	5	1	0	0.678450424337846	0.470689907825093	0.154505264350549	-0.258973092871491
Manes.04G080300.2.v7.1	13	9	2	0	0	0.736640455342356	0.0145857809856196	-0.331608960276454	-0.23932569557121
Manes.04G080600.1.v7.1	9	5	4	0	0	0.4771734144709	0.634753224830361	-0.283086794308534	-0.200030893598056
Manes.04G080700.1.v7.1	15	8	5	3	2	0.302607466212184	0.470689907825093	1.17528546338143	1.52274717198217
Manes.04G080800.1.v7.1	15	8	4	2	1	0.302607466212184	0.279142753171173	0.664885276966683	0.631857835182872
Manes.04G080900.1.v7.1	7	3	2	0	0	0.34744099950513	0.370192272966469	-0.25882570404997	-0.180383470037152
Manes.04G081100.1.v7.1	9	6	2	0	0	0.665096417600335	0.251656069784241	-0.283086794308534	-0.200030893598056
Manes.04G081200.1.v7.1	7	2	1	2	1	0.159520580517784	0.178644860890705	0.761937227256001	0.710453881704205
Manes.04G081350.1.v7.1	16	13	5	2	2	1.11917405654978	0.411421768291983	0.652754013518927	1.51292133718709
Manes.04G081400.1.v7.1	16	9	1	2	1	0.36747330044611	-0.354762292965154	0.652754013518927	0.622033520988571
Manes.04G081500.1.v7.1	22	15	7	5	2	0.756672470720109	0.438908602766381	2.11126539015158	1.45396798847283
Manes.04G081600.1.v7.1	7	6	2	1	1	0.911213923364771	0.370192272966469	0.251551945409902	0.710453881704205
Manes.04G081628.1.v7.1	21	14	3	2	1	0.691805252236654	-0.268006588342831	0.592098357002826	0.572912506100284
Manes.04G081656.1.v7.1	10	9	6	0	0	1.10582080817929	0.958589704878532	-0.295217335325258	-0.209854597964164
Manes.04G081712.1.v7.1	22	19	11	0	0	1.50840359895562	1.20512115861972	-0.440784210085892	-0.327739125206285
Manes.04G081740.1.v7.1	11	6	4	3	1	0.418984405387085	0.516215258106003	1.22381489755748	0.671155502040118
Manes.04G081768.1.v7.1	7	6	2	1	0	0.911213923364771	0.370192272966469	0.251551945409902	-0.180383470037152
Manes.04G081800.1.v7.1	20	11	3	4	2	0.251097216441639	-0.208739321987416	1.62505510540178	1.4736187963847
Manes.04G081900.1.v7.1	12	8	7	0	0	0.671773321613417	1.03160381844054	-0.319478416779954	-0.22950199777024
Manes.04G082000.1.v7.1	13	5	3	1	0	-0.015042974947579	0.20613170808776	0.178766782013335	-0.23932569557121
Manes.04G082100.1.v7.1	8	0	0	0	0	-0.339373127665911	-0.0721693140271222	-0.270956251059864	-0.190207184682557
Manes.04G082400.1.v7.1	33	9	4	0	0	-1.72452497263123	-0.78767558635767	-0.574222680003551	-0.43580125789253
Manes.04G082600.1.v7.1	25	4	3	0	0	-1.67968593465453	-0.505076822808194	-0.477176222641118	-0.357210420266539
Manes.04G082700.13.v7.1	17	5	3	0	0	-0.507257551415806	-0.0309377330737419	-0.380131188406164	-0.278620500306156
Manes.04G082800.1.v7.1	20	13	12	2	1	0.62693836160585	1.51523484967998	0.604229405308089	0.582736638869163
Manes.04G082900.2.v7.1	3	0	0	0	0	0.275897551438545	0.224169501442542	-0.210303447812329	-0.141088530545913
Manes.04G083000.6.v7.1	29	13	11	1	0	-0.480543846958761	0.790226306312732	-0.0153237668161319	-0.396505686594944
Manes.04G083100.1.v7.1	15	3	3	0	0	-0.636991673532292	0.0875967914521477	-0.355870060454055	-0.258973092871491
Manes.04G083301.1.v7.1	6	2	2	0	0	0.282574932391049	0.429460746726116	-0.246695151749568	-0.17055974848132
Manes.04G083400.1.v7.1	7	4	3	1	0	0.535362847627506	0.561741267106773	0.251551945409902	-0.180383470037152
Manes.04G083600.1.v7.1	57	35	28	4	4	0.208183239650433	2.38730088229265	1.17618595395527	2.89223250054427
Manes.04G083700.2.v7.1	17	9	7	0	0	0.244419439512032	0.735251486394897	-0.380131188406164	-0.278620500306156
Manes.04G083800.1.v7.1	14	8	6	1	0	0.425661776860437	0.721508369320833	0.16663601224939	-0.249149393544796
Manes.04G084100.1.v7.1	10	4	3	0	0	0.166198297790745	0.383935355589781	-0.295217335325258	-0.209854597964164
Manes.04G084300.1.v7.1	42	26	22	2	2	0.36271012619442	2.12693232017612	0.337352866999717	1.25747461546451
Manes.04G084400.2.v7.1	19	12	10	0	0	0.56207175996897	1.19137736721078	-0.404392356366825	-0.298267927319099
Manes.04G084500.1.v7.1	19	4	4	0	0	-0.941295055679909	0.0420731818950142	-0.404392356366825	-0.298267927319099
Manes.04G084600.1.v7.1	25	14	13	0	0	0.199587435105543	1.41042961123171	-0.477176222641118	-0.357210420266539
Manes.04G084700.1.v7.1	40	22	20	0	0	-0.14285922899744	1.86231275569415	-0.6591401131674	-0.504569468752706
Manes.04G084900.1.v7.1	15	8	6	0	0	0.302607466212184	0.662239074025691	-0.355870060454055	-0.258973092871491
Manes.04G085100.5.v7.1	42	20	17	4	3	-0.764811553477792	1.16904900507152	1.35814929861158	2.14845401861378
Manes.04G085200.2.v7.1	24	10	9	1	1	-0.429034065528166	0.703469306753966	0.0453292648511116	0.543440299529457
Manes.04G085300.2.v7.1	26	19	16	2	2	1.01614540038997	1.92588133356209	0.531443661488085	1.41466725038174
Manes.04G085400.2.v7.1	25	6	4	2	2	-1.30380072295049	-0.313529973112224	0.543574532887555	1.42449232814063
Manes.04G085450.1.v7.1	19	12	11	0	0	0.56207175996897	1.38294111034882	-0.404392356366825	-0.298267927319099
Manes.04G085500.1.v7.1	30	9	9	1	1	-1.35531507405288	0.347860688160147	-0.027454370255394	0.484496642944297
Manes.04G085600.1.v7.1	18	9	9	1	1	0.121366123182568	1.0590899366171	0.11811313655118	0.602385007358724
Manes.04G085900.1.v7.1	47	26	24	2	2	-0.252557368768835	2.21371720865857	0.276700120130891	1.20835478587284
Manes.04G086001.1.v7.1	26	13	10	2	2	-0.111383598213178	0.776482221038983	0.531443661488085	1.41466725038174
Manes.04G086100.9.v7.1	9	1	1	1	1	-0.274506700142833	0.0601095147822157	0.22729011030775	0.690804598047921
Manes.04G086301.1.v7.1	77	48	43	2	1	0.190068965732692	4.07632104289115	-0.0872237460791203	0.0227787862994001
Manes.04G086500.2.v7.1	36	18	17	2	2	-0.402321949190581	1.52468691991938	0.410136388765524	1.3164200843557
Manes.04G086600.2.v7.1	31	16	14	1	1	-0.162892988320432	1.24635498948546	-0.0395849762982037	0.474672784478888
Manes.04G086800.1.v7.1	37	13	12	0	0	-1.46502625234721	0.507628257414433	-0.622746687051475	-0.47509720971446
Manes.04G086900.1.v7.1	47	12	11	0	0	-2.88389159519579	-0.276592579429315	-0.744059760027922	-0.57333924992108
Manes.04G087200.2.v7.1	31	19	9	2	1	0.400862626490479	0.288593287091582	0.470789735798095	0.474672784478888
Manes.04G087266.1.v7.1	21	13	7	0	0	0.503883029989938	0.498176607874801	-0.428653576570107	-0.317915383354204
Manes.04G087299.1.v7.1	4	3	2	0	0	0.716610435278717	0.547998592122253	-0.222434025160055	-0.150912279916243
Manes.04G087332.1.v7.1	8	5	2	0	0	0.60022952340972	0.310924057554923	-0.270956251059864	-0.190207184682557
Manes.04G087400.5.v7.1	44	32	13	9	1	1.24415373160535	0.284302163958285	3.88685423336531	0.346964100013756
Manes.04G087500.1.v7.1	29	13	11	0	0	-0.480543846958761	0.790226306312732	-0.525699224493408	-0.396505686594944
Manes.04G087600.2.v7.1	18	7	4	0	0	-0.254471165265553	0.101340407152894	-0.392261766620797	-0.2884442107751
Manes.04G087800.1.v7.1	31	12	11	1	0	-0.914580128992176	0.671688537562529	-0.0395849762982037	-0.416153429400449
Manes.04G087900.3.v7.1	11	3	3	0	0	-0.144774518279636	0.324667262474702	-0.307347875639309	-0.219678298961391
Manes.04G088000.1.v7.1	33	17	14	2	2	-0.221080520603845	1.12781137658353	0.446528338251304	1.34589357774806
Manes.04G088100.1.v7.1	15	6	3	2	0	-0.0732305130684231	0.0875967914521477	0.664885276966683	-0.258973092871491
Manes.04G088200.12.v7.1	76	47	42	0	0	0.125200543304058	3.94390684364578	-1.09590475438456	-0.858268192769398
Manes.04G088300.1.v7.1	51	28	26	0	0	-0.368934520948887	2.3597910663262	-0.792586468334054	-0.612637128621789
Manes.04G088400.1.v7.1	18	6	5	1	0	-0.44239099306465	0.292886172444492	0.11811313655118	-0.2884442107751
Manes.04G088500.1.v7.1	28	20	12	4	1	0.957954623035086	1.04105060407827	1.52799401063977	0.504144427409002
Manes.04G088600.1.v7.1	2	2	2	0	0	0.774801760398779	0.666537839416729	-0.198172859056862	-0.131264769542984
Manes.04G088650.3.v7.1	7	1	1	0	0	-0.0283991823156728	0.178644860890705	-0.25882570404997	-0.180383470037152
Manes.04G088800.8.v7.1	23	12	9	2	0	0.0698565513311798	0.762738398478796	0.5678363741829	-0.337562877855372
Manes.04G088900.1.v7.1	28	14	9	2	2	-0.169571000809986	0.466395969213969	0.507182009538665	1.39501730130564
Manes.04G089000.1.v7.1	37	27	24	5	4	1.16592189296336	2.80659644576754	1.92926375420128	3.08877184362962
Manes.04G089100.1.v7.1	32	12	9	2	1	-1.03763979487411	0.229326004721897	0.458659026216212	0.464848946950728
Manes.04G089200.1.v7.1	18	7	6	1	0	-0.254471165265553	0.484433189401824	0.11811313655118	-0.2884442107751
Manes.04G089300.2.v7.1	34	12	6	2	0	-1.28376504911794	-0.463845279002782	0.434397670374076	-0.445625207222427
Manes.04G089342.2.v7.1	16	7	4	1	1	-0.00836491632947891	0.219875162085987	0.142374536787459	0.622033520988571
Manes.04G089400.4.v7.1	4	1	1	1	1	0.340763742158314	0.356449254462314	0.287944946169603	0.739928179695486
Manes.04G089500.1.v7.1	57	41	26	0	0	1.33575416472217	2.00409767700249	-0.86537842151426	-0.671585321355139
Manes.04G089768.1.v7.1	57	41	29	0	0	1.33575416472217	2.57891738546072	-0.86537842151426	-0.671585321355139
Manes.04G089800.1.v7.1	20	6	5	0	0	-0.688501098750637	0.174351282848697	-0.416522959173507	-0.308091651118638
Manes.04G089810.1.v7.1	3	0	0	0	0	0.275897551438545	0.224169501442542	-0.210303447812329	-0.141088530545913
Manes.04G089910.1.v7.1	4	2	0	0	0	0.528686001373006	0.164901440140868	-0.222434025160055	-0.150912279916243
Manes.04G090052.1.v7.1	5	3	1	0	0	0.593552753165496	0.297180899075233	-0.234564592629364	-0.160736018834529
Manes.04G090300.5.v7.1	35	24	8	0	0	0.848253326087309	-0.140020529624434	-0.598484608467638	-0.455449181515655
Manes.04G090320.2.v7.1	62	42	28	4	4	0.908375835607053	2.09088627296685	1.11553365803173	2.8431053703085
Manes.04G090400.4.v7.1	35	23	11	0	0	0.660328856570251	0.434616226681548	-0.598484608467638	-0.455449181515655
Manes.04G090520.1.v7.1	26	16	8	0	0	0.452372527677497	0.393384465796944	-0.48930693592644	-0.367034212389618
Manes.04G090540.1.v7.1	17	8	6	4	4	0.0565006161357556	0.54370151477484	1.6614545338655	3.28536759342027
Manes.04G090600.3.v7.1	29	23	21	0	0	1.39869218296718	2.70605031613908	-0.525699224493408	-0.396505686594944
Manes.04G090760.1.v7.1	22	16	10	0	0	0.944598651153761	1.01356234067716	-0.440784210085892	-0.327739125206285
Manes.04G091080.2.v7.1	15	5	3	0	0	-0.261149568053098	0.0875967914521477	-0.355870060454055	-0.258973092871491
Manes.04G091400.3.v7.1	13	8	8	0	0	0.5487169851757	1.16389093005355	-0.331608960276454	-0.23932569557121
Manes.04G091500.1.v7.1	25	11	11	1	1	-0.364168024444206	1.02730629877263	0.0331986514906645	0.533616290649038
Manes.04G091600.1.v7.1	25	19	17	1	1	1.13920659356649	2.17675513108951	0.0331986514906645	0.533616290649038
Manes.04G091700.2.v7.1	12	5	4	0	0	0.108010376349168	0.456946749369856	-0.319478416779954	-0.22950199777024
Manes.04G091900.1.v7.1	23	6	4	1	1	-1.0576755448703	-0.194995420850527	0.0574598847835896	0.553264337611062
Manes.04G092000.1.v7.1	29	12	10	1	1	-0.668465567223864	0.598675993212893	-0.0153237668161319	0.494320523527488
Manes.04G092200.1.v7.1	30	13	8	0	0	-0.603598691130011	0.156315040496512	-0.53783004201715	-0.406329547877147
Manes.04G092300.1.v7.1	32	20	13	1	1	0.465728754168327	0.995524669529601	-0.0517155864738236	0.464848946950728
Manes.04G092400.1.v7.1	18	7	3	0	0	-0.254471165265553	-0.0902049250572431	-0.392261766620797	-0.2884442107751
Manes.04G092500.2.v7.1	7	4	4	0	0	0.535362847627506	0.753292661954284	-0.25882570404997	-0.180383470037152
Manes.04G092900.1.v7.1	16	5	5	0	0	-0.384203270733154	0.411421768291983	-0.368000620193668	-0.268796794731781
Manes.04G093000.3.v7.1	51	23	18	6	4	-1.30857589673644	0.827173980912188	2.26991365280408	2.95118894340798
Manes.04G093100.3.v7.1	36	18	14	0	0	-0.402321949190581	0.949999510161112	-0.610615628229865	-0.4652731819528
Manes.04G093200.1.v7.1	27	20	19	0	0	1.08101484105421	2.44139262312253	-0.501437672977384	-0.376858020031703
Manes.04G093225.1.v7.1	14	6	2	0	0	0.0498226544096161	-0.0446815291702151	-0.343739507658068	-0.249149393544796
Manes.04G093300.2.v7.1	23	8	6	0	0	-0.681822355775476	0.188094876780601	-0.452914861250135	-0.337562877855372
Manes.04G093600.4.v7.1	66	39	35	2	2	-0.147625853550483	3.19512647868111	0.0462177534153534	1.02170830335981
Manes.04G093700.1.v7.1	14	7	7	1	1	0.237741726688426	0.913061506123983	0.16663601224939	0.641682189204407
Manes.04G093800.7.v7.1	10	3	3	0	0	-0.0217210614157015	0.383935355589781	-0.295217335325258	-0.209854597964164
Manes.04G093900.3.v7.1	86	64	39	6	4	2.08957718637296	2.77583154535455	1.84532700926439	2.60733133636047
Manes.04G094000.2.v7.1	39	19	12	0	0	-0.583565336417544	0.389092841224098	-0.647008927990742	-0.494745351933781
Manes.04G094100.7.v7.1	19	5	4	0	0	-0.753368768572981	0.0420731818950142	-0.404392356366825	-0.298267927319099
Manes.04G094200.1.v7.1	30	9	6	1	0	-1.35531507405288	-0.226775069355702	-0.027454370255394	-0.406329547877147
Manes.04G094400.1.v7.1	63	39	33	0	0	0.221541011214968	2.98970665156631	-0.938172937318659	-0.730535390453138
Manes.04G094500.1.v7.1	13	7	4	2	1	0.360795772069255	0.397678516106755	0.689147948243221	0.651506584233936
Manes.04G094700.1.v7.1	44	20	13	1	0	-1.01093018661169	0.284302163958285	-0.197283787598443	-0.543866268305614
Manes.04G094900.1.v7.1	9	3	3	0	0	0.101332523543786	0.443203700261626	-0.283086794308534	-0.200030893598056
Manes.04G095000.2.v7.1	24	17	16	1	1	0.886408046684644	2.04444324934014	0.0453292648511116	0.543440299529457
Manes.04G095100.1.v7.1	58	47	45	0	0	2.34042951598353	5.58746861407274	-0.877510653929395	-0.681410195678964
Manes.04G095200.5.v7.1	41	26	19	0	0	0.485764305843675	1.61145675499301	-0.671271343521447	-0.514393617618674
Manes.04G095300.1.v7.1	48	15	12	3	2	-2.44300656896447	-0.144313690739927	0.774954332393399	1.19853095791295
Manes.04G095400.2.v7.1	17	6	5	0	0	-0.31933710636968	0.352153866733913	-0.380131188406164	-0.278620500306156
Manes.04G095500.2.v7.1	36	9	8	1	1	-2.09376316045887	-0.199287789157738	-0.100238099089771	0.42555378260022
