RowNum	Transcript	PnPs	dNdS	Alpha_original	Alpha_Asymptotic	Alpha_Default	Mk_test	NI
3872	Manes.02G214500.1.v7.1	0.727272727272727	0.09705	-15.9279458305733	-4.76048550345426	-3.49714130126557	-6.49379420167673	7.49379420167673
3873	Manes.02G214905.1.v7.1	2.28	0.54833	0.261827905163123	-3.29143078717415	-3.25830274712054	-3.1580799883282	4.1580799883282
3874	Manes.02G215000.3.v7.1	2.67741935483871	0.48469	0.211711667874078	-3.92696147245355	-3.66757647701023	-4.52398307132128	5.52398307132128
3875	Manes.02G215010.1.v7.1	2.03225806451613	0.48784	0.184717791228122	-4.9883328849761	-7.39773791895527	-3.1658290925634	4.1658290925634
3876	Manes.02G215300.4.v7.1	2.80645161290323	0.56	0.394409937888199	-4.21847407742812	-3.82153600788771	-4.0115207373272	5.0115207373272
3877	Manes.02G215305.1.v7.1	1.61111111111111	0.41397	-0.486543989623923	-2.68096606954495	-2.1251655740331	-2.89185475061263	3.89185475061263
3878	Manes.02G215325.1.v7.1	7	0.54197	0.692479903561698	-11.0455041548286	-12.3086903450339	-11.9158440504087	12.9158440504087
3879	Manes.02G215400.2.v7.1	2.77777777777778	0.46387	0.217329586218629	-4.23317573353144	-3.88838025146187	-4.98826778575415	5.98826778575415
3880	Manes.02G215420.2.v7.1	2.66666666666667	0.47046	0.552509637823675	-10.3870315375225	-21.7142709560398	-4.66821125423345	5.66821125423345
3881	Manes.02G215430.2.v7.1	2.41304347826087	0.49064	0.0415822288478412	-2.99547870485706	-2.71576893975368	-3.91815481465203	4.91815481465203
3882	Manes.02G215435.1.v7.1	4	0.51147	0.51121277885311	-9.18496163133985	-8.60177821842209	-6.82059553835025	7.82059553835025
3883	Manes.02G215445.1.v7.1	2.56896551724138	0.49611	0.181129185059765	-3.59499763652546	-3.18692447635801	-4.17821756715523	5.17821756715523
3884	Manes.02G215500.3.v7.1	5	2	0.907407407407407	-1.45673076923077	-0.762927663734116	-1.5	2.5
3885	Manes.02G215600.2.v7.1	2.20833333333333	0.54666	0.263822075165105	-4.05183977921518	-4.97917186241373	-3.0396834107733	4.0396834107733
3886	Manes.02G215605.1.v7.1	1.86666666666667	0.43104	-0.265438347843693	-2.18167356029271	-1.36064704193298	-3.33061123484287	4.33061123484287
3887	Manes.02G215610.1.v7.1	1.72222222222222	0.51081	-0.0541327273576055	-3.33710006382272	-4.94344837075074	-2.37155150099297	3.37155150099297
3888	Manes.02G215700.4.v7.1	2.63636363636364	0.4481	0.065823139560833	-3.60132932404172	-2.92138431198341	-4.88342699478607	5.88342699478607
3889	Manes.02G215950.1.v7.1	0.545454545454545	0.18186	-11.372154404487	-1.71251285126673	-1.04639266776358	-1.9993101586635	2.9993101586635
3890	Manes.02G216300.11.v7.1	0.666666666666667	0.15424	-13.2634854771784	-2.06093723487945	-1.21652091518578	-3.32226832641771	4.32226832641771
3891	Manes.02G216400.1.v7.1	0.833333333333333	0.2848	-6.02247191011236	-0.270733012306046	4.85892211609507	-1.92602996254682	2.92602996254682
3892	Manes.02G216500.1.v7.1	0	0.06033	NA	NA	NA	1	0
3893	Manes.02G216600.1.v7.1	3	0.21599	-0.543281324752689	-16.233308126405	-11.8020786505946	-12.8895319227742	13.8895319227742
3894	Manes.02G216800.1.v7.1	0.7	0.2812	-3.74158368895211	-2.26840378559271	-3.40848774442734	-1.48933143669986	2.48933143669986
3895	Manes.02G217100.1.v7.1	0.5	0.23368	-5.41903457719959	-1.46387185791499	-3.61526285371411	-1.13967819239986	2.13967819239986
3896	Manes.02G217200.5.v7.1	0.714285714285714	0.15741	-8.07548077359398	-4.36234052160204	-3.15850971237459	-3.53774038679699	4.53774038679699
3897	Manes.02G217300.1.v7.1	0.0833333333333333	0.13945	-11.7484960758536	-4.97201454035664	-10.0431941652772	0.402414246444365	0.597585753555635
3898	Manes.02G217600.1.v7.1	0.714285714285714	0.17977	-8.03932803026089	-1.93478448515632	-1.08903998479657	-2.97333100231248	3.97333100231248
3899	Manes.02G217700.1.v7.1	0	0.01307	-611.088752869166	-15.6328465453578	-25.1558591318322	1	0
3900	Manes.02G217800.4.v7.1	1.61904761904762	0.42556	-0.468653068897453	-4.19834876944633	-4.89928069488621	-2.80451080704864	3.80451080704864
3901	Manes.02G217900.5.v7.1	0.6875	0.19788	-5.85841346848018	-1.77473933980568	-1.44432864000686	-2.47432787548009	3.47432787548009
3902	Manes.02G218000.1.v7.1	0	0.05585	NA	NA	NA	1	0
3903	Manes.02G218100.1.v7.1	0.25	0.13516	-24.8952352767091	-1.36126765441116	-1.91849652493907	-0.849659662622078	1.84965966262208
3904	Manes.02G218200.1.v7.1	1	0.05667	-20.1752249867655	-12.5182966533444	-13.4486236085156	-16.6460208223046	17.6460208223046
3905	Manes.02G218300.1.v7.1	1.3	0.22771	-4.42485669336902	-1.45386826920412	-0.305477795117912	-4.70901585349787	5.70901585349787
3906	Manes.02G218400.1.v7.1	0.333333333333333	0.36462	-1.13311880252805	-4.99800304404229	-13.3466193266604	0.0858062274879793	0.914193772512021
3907	Manes.02G218650.1.v7.1	0.357142857142857	0.13035	-16.2612197928654	-2.87797856152287	-3.58326848764342	-1.73987615759768	2.73987615759768
3908	Manes.02G218700.1.v7.1	1.6	0.4051	-0.931890139847381	-2.07882614743205	-1.80809317322388	-2.94964206368798	3.94964206368798
3909	Manes.02G218800.1.v7.1	2.77777777777778	0.42368	-0.416163141993958	-2.25775800977211	-1.19783408351812	-5.55631084256462	6.55631084256462
3910	Manes.02G219100.5.v7.1	0.8	0.3929	-2.81776533469076	-2.1467641546542	-2.01869744006039	-1.03614151183507	2.03614151183507
3911	Manes.02G219300.2.v7.1	1.25	2	0.666666666666667	0.184931506849315	0.294354838709677	0.375	0.625
3912	Manes.02G219400.3.v7.1	2.5	0.43208	-0.157193112386595	-2.33098578144926	-0.898619864221211	-4.78596556193297	5.78596556193297
3913	Manes.02G219500.1.v7.1	0.75	0.13341	-11.4928166304375	-4.27169405064615	-7.95254601981688	-4.62176748369687	5.62176748369687
3914	Manes.02G219700.1.v7.1	0.32	0.10963	-24.5404542552221	-3.1071037134426	-4.74462703079708	-1.91890905773967	2.91890905773967
3915	Manes.02G219800.2.v7.1	0.4	0.15922	-17.2137922371561	-0.781521455557381	-0.634664317691238	-1.51224720512498	2.51224720512498
3916	Manes.02G219801.1.v7.1	NA	0.83144	NA	NA	NA	NA	NA
3917	Manes.02G219900.2.v7.1	0.666666666666667	0.18855	-2.97772474144789	-11.0029588689305	-29.5752175282804	-2.53575532573146	3.53575532573146
3918	Manes.02G219901.1.v7.1	NA	0.37172	NA	NA	NA	NA	NA
3919	Manes.02G220000.1.v7.1	0.444444444444444	0.04681	-57.7481307412946	-5.72537523637716	67.3190602997331	-8.49464739253245	9.49464739253245
3920	Manes.02G220100.1.v7.1	1.14285714285714	0.30134	-0.935797880577863	-8.85792870277467	-20.7890784781089	-2.79258360276478	3.79258360276478
3921	Manes.02G220101.1.v7.1	0.5	0.55777	-2.5857073704215	-0.684195886107068	-0.891475357549929	0.103573157394625	0.896426842605375
3922	Manes.02G220200.1.v7.1	0.1	0.06776	-176.095631641086	NA	NA	-0.475796930342385	1.47579693034239
3923	Manes.02G220300.2.v7.1	1.57142857142857	0.37538	-1.66396717992434	-0.542296788377252	0.425755139212814	-3.18623413988111	4.18623413988111
3924	Manes.02G220500.1.v7.1	0.5	0.13804	-13.4885540423066	-3.1940551175098	-15.2133819044859	-2.62213851057664	3.62213851057664
3925	Manes.02G220600.2.v7.1	0.142857142857143	0.01623	-491.914356130622	-10.9253473257409	95.9887040460055	-7.80204207376112	8.80204207376112
3926	Manes.02G220630.1.v7.1	3.21052631578947	0.50716	0.290164839498383	-3.65437933089997	-3.17408682290091	-5.33040128517523	6.33040128517523
3927	Manes.02G220660.2.v7.1	3.83333333333333	0.39791	0.0034135253249955	-3.97609081862897	-2.23441299865793	-8.6336692551917	9.6336692551917
3928	Manes.02G220690.2.v7.1	3	0.27778	-1.3999808001536	-5.3999488004096	63.0395036839705	-9.79991360069119	10.7999136006912
3929	Manes.02G221000.1.v7.1	NA	1e-04	NA	NA	NA	NA	NA
3930	Manes.02G221250.1.v7.1	0.666666666666667	0.46589	-2.21964412200305	-0.839796641144599	10.7781784446019	-0.430952943112466	1.43095294311247
3931	Manes.02G221275.1.v7.1	1.25	0.14167	-3.03351853905959	-14.1761135032117	-92.5272111244441	-7.82332180419284	8.82332180419284
3932	Manes.02G221600.1.v7.1	3	0.74854	0.66601651214364	-3.26636971584254	-1.23984410081733	-3.00780185427632	4.00780185427632
3933	Manes.02G221700.5.v7.1	3	0.22755	-1.39707556780728	-4.3648834136639	-2.81825570653266	-12.18391562294	13.18391562294
3934	Manes.02G221701.1.v7.1	NA	0.98852	NA	NA	NA	NA	NA
3935	Manes.02G221800.1.v7.1	0	0.23361	-4.70751822838634	-2.94816188128667	-3.67028802561141	1	0
3936	Manes.02G222100.2.v7.1	5	0.1845	-2.75234521575985	-3.46229361892012	-1.04018694052788	-26.10027100271	27.10027100271
3937	Manes.02G222200.5.v7.1	1.5	0.31782	-0.258574035617645	-7.30309259608863	-32.0375684349632	-3.71965263356617	4.71965263356617
3938	Manes.02G222500.1.v7.1	2	0.62171	0.597883257467308	-6.82787258796974	-9.05940038646917	-2.21693394026154	3.21693394026154
3939	Manes.02G222700.1.v7.1	1	0.37614	-1.65858456957516	-2.26597654989008	-2.55684410689453	-1.65858456957516	2.65858456957516
3940	Manes.02G222800.2.v7.1	3	0.2106	-2.56125356125356	-3.69247528071057	-4.01511299002338	-13.2450142450142	14.2450142450142
3941	Manes.02G222900.5.v7.1	2.5	0.59017	0.246921320222234	-2.77069676987318	-2.38367366069403	-3.23606757374994	4.23606757374994
3942	Manes.02G223000.2.v7.1	1	0.17612	-3.41618088676912	-12.2485426603074	-17.9947355358883	-4.67794685441744	5.67794685441744
3943	Manes.02G223100.1.v7.1	0.2	0.21784	-12.7715754682336	-0.868424274052741	-1.30007198263427	0.0818949687844289	0.918105031215571
3944	Manes.02G223200.1.v7.1	1	0.15024	-5.65601703940362	-5.65601703940362	-1.50104882692742	-5.65601703940362	6.65601703940362
3945	Manes.02G223300.3.v7.1	0.125	0.14777	-49.7545509914056	-0.230413357367408	0.364633508516829	0.154090816809907	0.845909183190093
3946	Manes.02G223400.1.v7.1	1.4	0.90273	0.169186800039879	-0.406470286074811	0.0626551074643473	-0.550851306592226	1.55085130659223
3947	Manes.02G223500.3.v7.1	0.375	0.11505	-25.0756192959583	-1.20401067858695	-1.71702155245075	-2.25945241199478	3.25945241199478
3948	Manes.02G223600.1.v7.1	0.6	0.13731	-11.1379846090355	-1.66018105802814	-0.622968515003844	-3.36967445925279	4.36967445925279
3949	Manes.02G223700.1.v7.1	0	1e-04	NA	NA	NA	1	0
3950	Manes.02G223800.1.v7.1	0.384615384615385	0.08562	-25.6960323021991	-5.93783104434821	-8.19047381602765	-3.49212082008158	4.49212082008158
3951	Manes.02G223900.1.v7.1	0.210526315789474	0.04716	-130.467345207803	-1.36269172196562	1.1355946310059	-3.46408642471319	4.46408642471319
3952	Manes.02G224001.1.v7.1	1.4	0.54421	0.0199861573044718	-2.02832489799421	-2.12659616249875	-1.57253633707576	2.57253633707576
3953	Manes.02G224100.5.v7.1	2	0.28414	-2.07946786795242	-2.66603317613383	-2.43972209953768	-6.03878369817695	7.03878369817695
3954	Manes.02G224400.2.v7.1	0.75	0.09033	-16.9895937119451	-5.40443259929387	-2.33693648386706	-7.30288940551312	8.30288940551312
3955	Manes.02G224500.1.v7.1	3	0.25364	-3.33685538558587	-1.27073555862091	-0.803478356479562	-10.8277874152342	11.8277874152342
3956	Manes.02G224801.1.v7.1	1.2	0.30129	-1.87651985351876	-2.37141249514574	-2.23505254198435	-2.98287364333367	3.98287364333367
3957	Manes.02G225200.1.v7.1	0.6	0.18244	-9.96250822188117	-1.6144894085658	-1.00119539099535	-2.28875246656435	3.28875246656435
3958	Manes.02G225300.1.v7.1	3	0.14573	-5.00425444314829	-6.35449348060269	-6.30906312760073	-19.5860152336513	20.5860152336513
3959	Manes.02G225400.2.v7.1	1	0.22974	-2.62728881924494	-5.17569173327857	-6.70497992989337	-3.35274658309393	4.35274658309393
3960	Manes.02G225500.1.v7.1	0.428571428571429	0.13109	-12.7310244869937	-2.3319216507392	-4.76032021462272	-2.2692915445223	3.2692915445223
3961	Manes.02G225700.3.v7.1	0	0.02793	NA	NA	NA	1	0
3962	Manes.02G225800.5.v7.1	2.16666666666667	0.29563	-0.932918078099555	-4.57877661720151	-3.56697361093986	-6.32898104612749	7.32898104612749
3963	Manes.02G226001.1.v7.1	0.375	0.25511	-10.7596330994473	-0.198640288373416	-0.125936196955529	-0.469954137430912	1.46995413743091
3964	Manes.02G226200.4.v7.1	0.888888888888889	0.44321	-1.03064010288577	-1.28250244122819	-1.53605454818962	-1.00557047198594	2.00557047198594
3965	Manes.02G226600.1.v7.1	1	0.32404	-5.17207752129367	-0.928774225404271	-0.928774225404272	-2.08603876064683	3.08603876064683
3966	Manes.02G226700.2.v7.1	0.833333333333333	0.11572	-14.5547874179053	-5.06625263538617	-4.91881666367634	-6.20129047125245	7.20129047125245
3967	Manes.02G226900.1.v7.1	0.846153846153846	0.16605	-6.36056743283482	-3.57486692177365	-2.66128483647831	-4.09577745350103	5.09577745350103
3968	Manes.02G227000.1.v7.1	0.6	0.11724	-10.3726828158763	-5.63406497592782	-7.94848861540429	-4.11770726714432	5.11770726714432
3969	Manes.02G227100.12.v7.1	1.8	0.24381	-1.22167534829034	-4.66902754233026	-2.20155130137388	-6.3827980804725	7.3827980804725
3970	Manes.02G227200.1.v7.1	0.5625	0.06862	-26.9316040027203	-5.579237374279	-5.43641447178113	-7.19731856601574	8.19731856601574
3971	Manes.02G227300.1.v7.1	0.366666666666667	0.2442	-6.54342859606017	-2.14437814437814	-4.41108393505776	-0.501501501501503	1.5015015015015
3972	Manes.03G000100.2.v7.1	NA	0.16408	-5.09458800585081	-3.47368694046495	-2.35038507310884	NA	NA
3973	Manes.03G000300.5.v7.1	0.5	0.11191	-12.4036279152891	-5.37157964668814	-5.40592869983711	-3.46787597176302	4.46787597176302
3974	Manes.03G000450.3.v7.1	1.25	0.17686	-3.7118247955068	-5.31804199300346	-7.11236814280643	-6.06773719326021	7.06773719326021
3975	Manes.03G000600.4.v7.1	0.25	0.0831	-71.202166064982	-1.18794442621157	5.27864687792487	-2.00842358604091	3.00842358604091
3976	Manes.03G000700.9.v7.1	0.666666666666667	0.25911	-0.688472077496044	-9.95783919681106	-11.3283138470984	-1.57290983237493	2.57290983237493
3977	Manes.03G000800.3.v7.1	0	0.29377	-1.91773447643686	-3.91936307425054	-5.6955862259298	1	0
3978	Manes.03G000900.1.v7.1	5	0.3496	-0.634521085322001	-2.06971033097059	-0.161355791301535	-13.3020594965675	14.3020594965675
3979	Manes.03G001100.1.v7.1	0	0.05462	NA	NA	NA	1	0
3980	Manes.03G001200.1.v7.1	1	0.11627	-7.60067085232648	-6.59539763582079	-7.60067085232649	-7.60067085232648	8.60067085232648
3981	Manes.03G001300.7.v7.1	1.07142857142857	0.26791	-2.55485406435352	-2.26065924523461	-1.31621617109612	-2.99921082239771	3.99921082239771
3982	Manes.03G001500.1.v7.1	0.5	0.03835	-129.378096479791	-6.31947208307601	-13.5154280747501	-12.0378096479791	13.0378096479791
3983	Manes.03G001800.7.v7.1	0.833333333333333	0.20864	-4.59176891615542	-3.01761548177553	-3.09716181722369	-2.99412065439673	3.99412065439673
3984	Manes.03G002000.3.v7.1	1	0.45793	-0.910772388793047	-1.73329030449866	-2.15132783963419	-1.18373987290634	2.18373987290634
3985	Manes.03G002200.6.v7.1	0.5	0.08624	-37.6518243661101	-2.15813686893826	-1.89117575881072	-4.79777365491651	5.79777365491651
3986	Manes.03G002300.1.v7.1	0.75	0.23796	-8.80556956351207	-0.569245761972547	0.40272453052454	-2.15179021684317	3.15179021684317
3987	Manes.03G002400.1.v7.1	2.33333333333333	0.51908	0.174363434207774	-2.35581313838131	4.11519027323913	-3.49513241375767	4.49513241375767
3988	Manes.03G002500.1.v7.1	NA	0.17865	NA	NA	NA	NA	NA
3989	Manes.03G002700.1.v7.1	0.25	0.44251	-0.00437152707157917	-6.04853589534162	-15.5203422898164	0.435041016022237	0.564958983977763
3990	Manes.03G002900.5.v7.1	0.375	0.10207	-25.9422945037719	-1.90447905350397	-0.603913226076385	-2.67394925051435	3.67394925051435
3991	Manes.03G003000.2.v7.1	0.857142857142857	0.36354	-1.96232347725994	-1.53099615776879	-1.16046931776398	-1.35776766557423	2.35776766557423
3992	Manes.03G003100.3.v7.1	0	0.27147	-13.7345931410469	-0.530866819849028	-1.15250818819561	1	0
3993	Manes.03G003200.1.v7.1	2.66666666666667	0.24107	-1.48890363794748	-4.76135101376732	-1.36066711538299	-10.0617939464333	11.0617939464333
3994	Manes.03G003300.2.v7.1	3	0.41664	-0.30917469627147	-1.82923135013602	-1.70823784335101	-6.20046082949309	7.20046082949309
3995	Manes.03G003400.1.v7.1	0	0.09875	NA	NA	NA	1	0
3996	Manes.03G003500.3.v7.1	0.153846153846154	0.02985	-121.836404243439	-10.1437297366946	-13.6341120422887	-4.15397500322124	5.15397500322124
3997	Manes.03G003600.1.v7.1	0	0.30003	NA	NA	NA	1	0
3998	Manes.03G003700.1.v7.1	0.8	0.33801	-2.38113411691117	-0.936950149934535	-1.31891057707673	-1.36679388183782	2.36679388183782
3999	Manes.03G003900.2.v7.1	0.5	0.23593	-3.23854533124232	-2.93090897655537	-3.20778169577362	-1.11927266562116	2.11927266562116
4000	Manes.03G004100.2.v7.1	0.5	0.04916	-65.1106590724166	-4.1141665862191	-2.6969839236631	-9.17087062652563	10.1708706265256
4001	Manes.03G004300.1.v7.1	1	0.3854	-0.946030098598858	-2.49602600169339	-2.40659892528918	-1.59470679813181	2.59470679813181
4002	Manes.03G004500.1.v7.1	5	0.19294	-0.943609412252514	-7.77647627932691	-5.25746692341021	-24.9147921633669	25.9147921633669
4003	Manes.03G004600.1.v7.1	8.5	0.30429	0.469945372570097	-14.8887331450118	-13.3392144661095	-26.9338788655559	27.9338788655559
4004	Manes.03G004700.1.v7.1	1	0.38068	-1.25160990107927	-3.3343490595776	-5.0177048767288	-1.62687821792582	2.62687821792582
4005	Manes.03G004900.3.v7.1	0	0.02032	NA	NA	NA	1	0
4006	Manes.03G005100.1.v7.1	1	0.14261	-18.2833602131688	-1.35290773969199	-0.685459017772953	-6.01213098660683	7.01213098660683
4007	Manes.03G005200.2.v7.1	0.666666666666667	0.08926	-28.8752707446411	-1.03221318437384	-1.04616994210462	-6.46881768616028	7.46881768616028
4008	Manes.03G005300.5.v7.1	0	0.1864	NA	NA	NA	1	0
4009	Manes.03G005400.3.v7.1	0.857142857142857	0.51113	-0.521682894327818	-2.8942660193614	-11.06107875857	-0.676956659055147	1.67695665905515
4010	Manes.03G005500.1.v7.1	0.857142857142857	0.3544	-1.82167042889391	-2.25256591310923	-2.60218268416131	-1.41857465333763	2.41857465333763
4011	Manes.03G005600.3.v7.1	1.71428571428571	0.23351	-2.47950837223245	-3.74183733453025	-1.80251666831436	-6.34138030185307	7.34138030185307
4012	Manes.03G005700.1.v7.1	0.333333333333333	0.09479	-14.8244540563351	-6.71924588113905	-13.3796125990175	-2.51654534585223	3.51654534585223
4013	Manes.03G005800.1.v7.1	0.333333333333333	0.21502	-9.85170371748365	-0.828032665868426	-0.849754697201747	-0.550243388211948	1.55024338821195
4014	Manes.03G005900.1.v7.1	0	0.05808	NA	NA	NA	1	0
4015	Manes.03G006000.1.v7.1	0.5	0.32171	-3.35174536072861	-1.2938917485888	-1.38199447929008	-0.554194771688788	1.55419477168879
4016	Manes.03G006100.1.v7.1	0	0.06246	-79.0512327889849	-3.09564446827365	-2.88875608500039	1	0
4017	Manes.03G006200.4.v7.1	1.66666666666667	0.25863	-1.89989560375826	-3.20626419513054	-2.42918339758499	-5.44421245279616	6.44421245279616
4018	Manes.03G006400.1.v7.1	1.5	0.36659	-0.558767482551547	-3.49474146247108	-5.14692976193343	-3.09176464169781	4.09176464169781
4019	Manes.03G006500.1.v7.1	1	0.27192	-1.00593757522266	-8.52292469921494	-24.041807441784	-2.67755222124154	3.67755222124154
4020	Manes.03G006600.1.v7.1	0.5	0.0529	-39.9577819785759	-5.4577487113856	-5.50888966106357	-8.45179584120983	9.45179584120983
4021	Manes.03G006700.2.v7.1	2	0.20743	-2.44350245521725	-4.27570564837058	-3.22431663693776	-8.6418068746083	9.6418068746083
4022	Manes.03G006900.6.v7.1	1.66666666666667	0.2734	-2.29188002926116	-2.17198213976755	-1.40612326767553	-5.09607412826141	6.09607412826141
4023	Manes.03G007000.1.v7.1	0.75	0.35467	-1.81952237291003	-2.28391429315403	-3.20250946586423	-1.11464177968252	2.11464177968252
4024	Manes.03G007100.1.v7.1	1	0.1751	-5.52688259769927	-3.56205921214927	-2.88558048754526	-4.71102227298686	5.71102227298686
4025	Manes.03G007200.1.v7.1	0.666666666666667	0.36308	-2.44276743417429	-1.81408816358594	-1.86262410251125	-0.83614263155962	1.83614263155962
4026	Manes.03G007300.1.v7.1	0.666666666666667	0.0681	-18.5790504160548	-7.51021225470565	-10.0852557118722	-8.78952520802742	9.78952520802742
4027	Manes.03G007400.2.v7.1	0.666666666666667	0.37903	-0.319156794976651	-8.32968863693631	-17.7294555513664	-0.758875726635535	1.75887572663554
4028	Manes.03G007500.1.v7.1	0.2	0.07206	-40.6319733555371	-3.45444982404923	-3.68786160061576	-1.77546489036914	2.77546489036914
4029	Manes.03G007600.1.v7.1	NA	0.06904	NA	NA	NA	NA	NA
4030	Manes.03G007700.3.v7.1	NA	0.27616	-13.4843568945539	-0.0584722346020146	0.247309881134826	NA	NA
4031	Manes.03G007900.2.v7.1	0	0.1632	-35.7647058823529	-1.06398348813209	-2.87536567046173	1	0
4032	Manes.03G008000.5.v7.1	5	0.53482	0.732887433422193	-10.3625576398098	-2.64368936972803	-8.34893983022325	9.34893983022325
4033	Manes.03G008100.6.v7.1	6	0.18262	-2.12905799708998	-6.83798351231852	-2.94680828513996	-31.8551089694447	32.8551089694447
4034	Manes.03G008200.1.v7.1	0	0.14246	NA	NA	NA	1	0
4035	Manes.03G008300.1.v7.1	0.5	0.14901	-5.71095899604053	-5.52958172587728	-5.64962227403371	-2.35547949802027	3.35547949802027
4036	Manes.03G008500.1.v7.1	NA	0.10617	-27.2565696524442	-1.83480148616754	-2.32464601576525	NA	NA
4037	Manes.03G008600.1.v7.1	2.75	0.29191	-0.541571032167449	-5.15999841600041	-4.71763798085325	-8.42071186324552	9.42071186324552
4038	Manes.03G008700.1.v7.1	0.6	0.2528	-4.65099457504521	-1.97132940558829	-1.74593016991062	-1.37341772151899	2.37341772151899
4039	Manes.03G008800.2.v7.1	0.666666666666667	0.4139	-0.449625513409036	-2.88831843440445	-6.46166527308146	-0.61069501489893	1.61069501489893
4040	Manes.03G008900.1.v7.1	1	0.44779	-0.240660924887906	-4.02467674579602	-4.47532181343645	-1.23318966479823	2.23318966479823
4041	Manes.03G009000.1.v7.1	0.25	0.13358	-10.2292259320258	-4.68392917546983	-8.39890390123185	-0.871537655337625	1.87153765533763
4042	Manes.03G009100.1.v7.1	1.375	0.59937	0.134894107949149	-2.18330156684969	-2.71508359667432	-1.29407544588485	2.29407544588485
4043	Manes.03G009200.2.v7.1	1.5	0.44695	-0.917760056254295	-1.41286804463367	-1.31715163141064	-2.35608009844502	3.35608009844502
4044	Manes.03G009300.4.v7.1	1.33333333333333	0.42156	-0.0166321011752266	-4.60688007314822	-18.7411469828208	-2.16285542587848	3.16285542587848
4045	Manes.03G009500.1.v7.1	0.714285714285714	0.22498	-4.00044448395413	-2.59820343818921	-2.14470406130884	-2.17488538663754	3.17488538663754
4046	Manes.03G009600.1.v7.1	1	0.16307	-7.17644774227837	-3.31084992352795	-3.25182775677418	-5.13233580670878	6.13233580670878
4047	Manes.03G010000.2.v7.1	1.75	0.44356	-1.12923718199216	-1.31046690363032	-1.19575488831006	-2.94535124898548	3.94535124898548
4048	Manes.03G010100.1.v7.1	NA	0.43453	-0.726002807631234	-0.841069661473316	-0.0331271285821364	NA	NA
4049	Manes.03G010200.2.v7.1	0.833333333333333	0.34799	-4.33677076106456	-0.0169720506224429	0.477716215787573	-1.39470482868282	2.39470482868282
4050	Manes.03G010300.1.v7.1	1.33333333333333	0.0854	-26.8103044496487	-2.81386680740179	-1.78810323613613	-14.6128024980484	15.6128024980484
4051	Manes.03G010400.3.v7.1	0.666666666666667	0.14657	-10.3711309726865	-2.94860904744144	-2.35816493781214	-3.54845238907462	4.54845238907462
4052	Manes.03G010500.7.v7.1	0.625	0.40907	-1.2001124501919	-2.64047383844703	-3.45500631726548	-0.527855868188819	1.52785586818882
4053	Manes.03G010600.1.v7.1	0.25	0.49357	-1.02605506817675	-1.74852431729405	-2.60694081442912	0.493486232955812	0.506513767044188
4054	Manes.03G010800.1.v7.1	1	0.55019	0.173839120039524	-3.54388483978262	-3.71983598189873	-0.817553935913048	1.81755393591305
4055	Manes.03G010900.1.v7.1	NA	0.23795	NA	NA	NA	NA	NA
4056	Manes.03G011000.1.v7.1	0.666666666666667	0.34894	-3.77637034065073	-0.574911301511863	-0.637524644530193	-0.910548136260294	1.91054813626029
4057	Manes.03G011200.1.v7.1	0.5	0.19383	-8.02853015529072	-2.44878636366695	-2.90335500999485	-1.57958004436878	2.57958004436878
4058	Manes.03G011300.1.v7.1	1	0.19182	-2.25826295485351	-10.9469641677962	-25.3570650191928	-4.21322072776561	5.21322072776561
4059	Manes.03G011400.1.v7.1	1	0.25528	-1.93795048574115	-3.92817500833999	-3.98416104208858	-2.91726731432153	3.91726731432153
4060	Manes.03G011500.1.v7.1	NA	0.06803	-16.6392767896516	-6.80905482875202	-2.15226995048042	NA	NA
4061	Manes.03G011600.3.v7.1	1	0.30541	-3.20979760228639	-1.0149458609234	-0.445506349543334	-2.27428702400052	3.27428702400052
4062	Manes.03G011700.1.v7.1	0.4	0.14176	-24.3950338600451	-0.929221431028714	-0.471387157756983	-1.82167042889391	2.82167042889391
4063	Manes.03G011800.1.v7.1	0	0.15422	-18.4527298664246	-1.658137000381	-2.35019236588423	1	0
4064	Manes.03G011900.1.v7.1	3	0.64955	0.384189053960434	-4.11788826776126	-3.21693927061166	-3.61858209529674	4.61858209529674
4065	Manes.03G012200.1.v7.1	2	0.29986	-1.82182967436086	-2.40248872897442	-2.06153923204784	-5.66977923030748	6.66977923030748
4066	Manes.03G012300.1.v7.1	NA	0.01694	-28.5159386068477	-61.8403854210306	-48.2901634863122	NA	NA
4067	Manes.03G012400.6.v7.1	2.8	0.39847	-0.376231828680186	-3.23843423316407	-2.53824810469793	-6.02687780761412	7.02687780761412
4068	Manes.03G012500.1.v7.1	NA	0.46387	0.461055899282126	-4.59154504494794	-1.54781477290982	NA	NA
4069	Manes.03G012600.1.v7.1	1.5	0.28067	-2.56290305340792	-1.54919005076466	-0.625212336321476	-4.34435458011188	5.34435458011188
4070	Manes.03G012700.4.v7.1	1.25	0.18597	-4.37721137817928	-3.05184237651537	-2.36755089993125	-5.7215142227241	6.7215142227241
4071	Manes.03G012800.1.v7.1	0.25	0.20088	-6.46714456391876	-3.10089877666023	-5.26291934535662	-0.244524093986459	1.24452409398646
4072	Manes.03G012900.1.v7.1	0.5	0.52926	-1.83414578845936	-0.284812757434909	-0.082359260789766	0.0552847371802138	0.944715262819786
4073	Manes.03G013000.2.v7.1	0	0.19419	-1.57479787836655	-15.2212266337093	-21.6277667310643	1	0
4074	Manes.03G013100.1.v7.1	0	0.22704	-10.7453605825699	-1.14747264382808	-1.28262836653905	1	0
